Month,Terminal ID,Terminal Serial,Business Name,Payment Value,Payment Volume,Transfer Value,Transfer Volume,"Target PaymentValue",Target Met,"Days Since LastTransaction"
May,2070D0YG,P260301374027,"UNIQUE ELDEE GLOBALENTERPRISES APATA 2","135,750.00",53,0,0,"20,000.00",TRUE,0
May,2033D5VU,P260301493600,"DELIGHTS BUSINESSENTERPRISE","134,800.00",11,"110,000.00",4,"20,000.00",TRUE,0
May,2070SE9K,P260301163627,OWU CROWN HOTELS LIMITED,"134,500.00",6,0,0,"20,000.00",TRUE,0
May,2057WYFY,P260301091896,HAND OF GOD ENTERPRISE,"134,300.00",2,"134,300.00",1,"20,000.00",TRUE,0
May,2070LRE4,P260301374726,"DAVERS multipurpose ventures -DAVERS multipurpose ventures","133,740.00",36,0,0,"20,000.00",TRUE,0
May,2070DW4F,P260301122262,"OLUYORO CATHOLICHOSPITAL OKE OFA PRIVATE","133,550.00",15,0,0,"20,000.00",TRUE,0
May,207066AR,P260300174198,OLUWATOMISI ENTERPRISE,"133,050.00",22,"11,400.00",3,"20,000.00",TRUE,0
May,2070W0CZ,P260301204056,"DAMSDEK GLOBAL OIL ANDGAS","130,235.00",25,"124,020.00",4,"20,000.00",TRUE,0
May,2214CXPQ,P260301787824,AZEEZ KEMI,"129,500.00",14,0,0,"20,000.00",TRUE,0
May,2070J5HV,P260300198372,Onaopemipo Medicine store,"129,140.00",16,"35,000.00",2,"20,000.00",TRUE,0
May,2214WORF,P260301813627,TAJUDEEN OMOLARA BISOLA,"127,300.00",7,"73,750.00",7,"20,000.00",TRUE,0
May,20704GKM,P260301586108,OVERFLOW VENTURES,"127,150.00",30,"170,300.00",5,"20,000.00",TRUE,0
May,2070IV4U,P260301189412,ADEOLA ENTERPRISES,"125,200.00",3,0,0,"20,000.00",TRUE,0
May,2057UAOI,P260301652760,Provision Suliyat Nurudeen,"125,000.00",26,"64,000.00",2,"20,000.00",TRUE,0
May,2070I8CE,P260300645864,"RIDWANULLAHI FOODCANTEEN","123,600.00",43,0,0,"20,000.00",TRUE,0
May,2070ERZB,P260301475753,Adonai Grace tech 2,"123,000.00",3,0,0,"20,000.00",TRUE,0
May,2070PJJ2,P260301302588,GBEMLAD VENTURE,"122,350.00",24,"6,000.00",1,"20,000.00",TRUE,0
May,20336FU1,P260301450711,"LIVING PROOF SUPERMARKETFELELE","120,470.00",32,0,0,"20,000.00",TRUE,0
May,2070S9FW,P260300653962,"METRO TAVERN HOTEL ANDLOUNGE","120,200.00",14,0,0,"20,000.00",TRUE,0
May,2070GF7R,P260300784146,IYANUOLUWA STORE,"118,650.00",32,"141,400.00",8,"20,000.00",TRUE,0
May,2070WSX9,P260300523566,MHIZS EFUNTECH VENTURES,"116,100.00",6,"146,250.00",7,"20,000.00",TRUE,0
May,2214IA5J,P260301724732,"ADEYEMI ABIMBOLAMORENIKE","116,000.00",14,"30,000.00",1,"20,000.00",TRUE,0
May,2033FPAA,P260300123894,TRIPLE A ENTERPRISE,"115,600.00",4,"184,230.00",5,"20,000.00",TRUE,0
May,2033OXX0,P260301192920,"ACE INTERIORS & CORPORATEWEARS","113,400.00",12,"229,600.00",8,"20,000.00",TRUE,0
May,2070BJRW,P260301471024,GODS PRAISE VENTURE,"112,300.00",18,"120,400.00",5,"20,000.00",TRUE,0
May,2033DSOS,C42P008D01933126,FORTUNATE STORE,"110,390.00",24,"82,550.00",4,"20,000.00",TRUE,0
May,2070W3DA,P260300792925,Ruffy Steel Enterprises,"109,700.00",4,0,0,"20,000.00",TRUE,0
May,2057A03R,P260301709681,"ALAHULATEEF BUSINESSENTERPRISES","109,550.00",29,"118,640.00",5,"20,000.00",TRUE,0
May,2033Y11U,P260301204059,GOD FIRST VENTURE,"108,500.00",3,"173,600.00",3,"20,000.00",TRUE,0
May,20705RBR,P260301754271,"OGO OLUWA 2 BUSINESSVENTURE","106,700.00",14,"166,000.00",7,"20,000.00",TRUE,0
May,2070000O,P260300603803,"Omak healthcare services - OMAKFOODMATTAZ MONIYA","103,400.00",30,0,0,"20,000.00",TRUE,0
May,2070G1UO,P260300975822,AYOMIDE ENTERPRISE,"103,300.00",5,"101,200.00",2,"20,000.00",TRUE,0
May,2070Z8CX,P260301219479,PRINCESS COMMUNICATION,"103,000.00",8,"95,000.00",1,"20,000.00",TRUE,0
May,2070834K,P260300577462,ADEOLU VENTURES,"103,000.00",3,0,0,"20,000.00",TRUE,0
May,2057BVEM,P260301270957,JESUTOFUNMI ENTERPRISES,"102,800.00",16,0,0,"20,000.00",TRUE,0
May,2057ZAER,P260301648366,"TEMMYTEE BUSINESSENTERPRISE","102,650.00",11,"10,000.00",2,"20,000.00",TRUE,0
May,2070S3ZT,P260300739802,OLUYOLE CHICKEN EXPRESS,"102,200.00",23,0,0,"20,000.00",TRUE,0
May,2070QY7C,P260301499475,"GODS GRACE BUSINESSENTERPRISES","100,650.00",14,"103,200.00",2,"20,000.00",TRUE,0
May,2057MA6F,P260301637068,TASTY MOBILE KITCHEN,"100,000.00",1,0,0,"20,000.00",TRUE,0
May,22145V8Q,P260301761110,SMARTAB SUPERMARKET,"99,520.00",17,0,0,"20,000.00",TRUE,0
May,2070EQDY,P260301471020,MM BUSINESS ENTERPRISE,"98,100.00",13,"31,350.00",3,"20,000.00",TRUE,0
May,2070H818,P260301287614,"THE 3QWIIN SUPERMARKET -THE 3QWIIN SUPERMARKET","96,875.00",28,0,0,"20,000.00",TRUE,0
May,20709I2I,P260300555916,"Bj Exclusive Duo Wears - BJVENTURES 2","96,300.00",7,"90,000.00",2,"20,000.00",TRUE,0
May,2070DW5A,P260301464215,"OGO OLUWAA BUSINESSVENTURE","96,150.00",19,"67,800.00",7,"20,000.00",TRUE,0
May,2033OOCI,P260300974428,"OPEYEMI BUSINESSVENTURES","95,700.00",12,"42,100.00",2,"20,000.00",TRUE,0
May,2033L3XB,P260301809199,ADENIJI ALIMOH OMOLARA,"93,300.00",14,"132,100.00",6,"20,000.00",TRUE,0
May,2057TLRB,P260300741771,Hannys store,"93,200.00",11,"90,000.00",1,"20,000.00",TRUE,0
May,2070KSJH,P260301672902,AJOROSUN VENTURE,"93,100.00",11,"50,000.00",1,"20,000.00",TRUE,0
May,2033INPI,P260300195701,Perfect multi-ventures 2,"92,600.00",15,"22,000.00",2,"20,000.00",TRUE,0
May,20700VSH,P260301216981,OLOYE VENTURE,"92,000.00",3,"113,550.00",3,"20,000.00",TRUE,0
May,2033GBWW,P260300180142,Niyasstech ventures,"91,300.00",9,"64,900.00",4,"20,000.00",TRUE,0
May,2214Q560,P260301759150,HEMKAY VENTURE,"91,150.00",9,"49,500.00",2,"20,000.00",TRUE,0
May,2070VAQ7,P260300570733,TEMITOPE VENTURES,"90,800.00",22,"15,000.00",2,"20,000.00",TRUE,0
May,2057BZRX,P260301270622,"My Barbershop Limited - THEHAIR QUARTERS","89,750.00",10,0,0,"20,000.00",TRUE,0
May,20701ZBP,P260300445475,DOLLEK MULTI VENTURE,"89,250.00",20,"98,650.00",6,"20,000.00",TRUE,0
May,2057EBAO,P260301266784,K KELVIC TRADING STORE,"89,150.00",10,"52,000.00",4,"20,000.00",TRUE,0
May,20338KGO,P260301750698,"MAYROYAL GLOBALVENTURES","89,100.00",3,"38,900.00",5,"20,000.00",TRUE,0
May,2070FW9F,P260301131924,Al Basit Trading Store,"88,250.00",16,"122,100.00",9,"20,000.00",TRUE,0
May,2070IHTT,P260300549139,"MSTUNNAL BIZMARTVENTURES","86,500.00",10,"64,400.00",5,"20,000.00",TRUE,0
May,2057JEVT,P260301345855,HASBUNALLAHU PRINTING,"86,000.00",4,"172,600.00",9,"20,000.00",TRUE,0
May,2070QRX9,P260301493477,BETHYOATH,"85,700.00",9,"47,000.00",2,"20,000.00",TRUE,0
May,2057ZFKU,P260301116852,WUMI DE MAMA G VENTURE,"85,100.00",6,"88,500.00",1,"20,000.00",TRUE,0
May,2057TUOM,P260301195401,QUNFAIYAKUN ENTERPRISE,"85,000.00",8,"148,800.00",7,"20,000.00",TRUE,0
May,2070FT9S,P260301131391,Al Qidam,"83,550.00",10,"100,000.00",1,"20,000.00",TRUE,0
May,2033L1AB,P260301809185,MUTIU SUKURAT OLAITAN,"82,900.00",7,"100,200.00",3,"20,000.00",TRUE,0
May,2070VJB8,P260301037151,DEBIPHILUS CONCEPT,"82,600.00",15,"106,800.00",6,"20,000.00",TRUE,0
May,2057NP1Q,P260301303199,LORD FAVOUR STORE,"81,820.00",1,0,0,"20,000.00",TRUE,0
May,2057JV5J,P260301622236,"ALIHAMDULILAHI BUSINESSENTERPRISE","81,100.00",7,"44,000.00",2,"20,000.00",TRUE,0
May,2033ZSQD,P260301262674,TOBI STORE,"81,000.00",11,"54,100.00",5,"20,000.00",TRUE,0
May,2070N873,P260300134591,HIS MERCY GSM CLINIC,"80,100.00",11,"102,600.00",3,"20,000.00",TRUE,0
May,2070L8ZR,P260300651374,"(ZHEA ZION VENTURES) ZHEEVENTURES - ZHEE VENTURES","79,500.00",4,"40,000.00",1,"20,000.00",TRUE,0
May,2033C9ZO,P260301492428,Details (dfabricsvendor),"78,600.00",8,0,0,"20,000.00",TRUE,0
May,2057BCOX,P260301266785,I B OLOHUNWA VENTURES 1,"78,500.00",14,"25,450.00",6,"20,000.00",TRUE,0
May,207087AN,P260301288875,Favor mini market,"78,300.00",7,"17,100.00",3,"20,000.00",TRUE,0
May,2070JYQH,P260301555070,"GURGLE LOUNGE & BAR -GURGLE LOUNGE & BAR 4","78,000.00",14,0,0,"20,000.00",TRUE,0
May,20337TD5,P260301651843,ALAAYO VENTURE,"77,800.00",3,"88,500.00",3,"20,000.00",TRUE,0
May,2070RH9C,P260301163622,"OWU CROWN HOTELS LIMITEDFOOD AND BEVERAGES","76,700.00",7,0,0,"20,000.00",TRUE,0
May,20709F8I,P260301679898,TURNER LEE VENTURE,"76,400.00",13,"109,550.00",11,"20,000.00",TRUE,0
May,20331NLD,P260301457737,HERY MARVY,"75,250.00",5,0,0,"20,000.00",TRUE,0
May,2070574R,P260300460746,SHEKKY VENTURES 2,"75,200.00",14,"110,000.00",1,"20,000.00",TRUE,0
May,20700QOG,P260300458298,HASIBUNALLAHU VENTURES,"74,250.00",10,"143,000.00",4,"20,000.00",TRUE,0
May,2033K1KY,C42P008D01953562,ADEYEMI ABDULAFEES ADISA,"71,500.00",13,"28,300.00",4,"20,000.00",TRUE,0
May,207001DQ,P260301172812,Mummy D and J 2,"71,500.00",13,0,0,"20,000.00",TRUE,0
May,2057MY5H,P260301581389,Tioluwani frozen food,"70,050.00",15,"62,400.00",6,"20,000.00",TRUE,0
May,2057YWOB,P260301166806,TOSA TRADING STORE,"70,000.00",2,"70,000.00",2,"20,000.00",TRUE,0
May,20334RCU,P260300983541,K KELVIC TRADING STORES,"69,900.00",16,"14,000.00",2,"20,000.00",TRUE,0
May,2070329E,P260301165958,NEGOVIK GLOBAL CONCEPT,"69,450.00",17,0,0,"20,000.00",TRUE,0
May,20331DIZ,P260301345857,"THE 3QWIIN SUPERMARKET -THE 3QWIIN SUPERMARKET 2","69,200.00",27,0,0,"20,000.00",TRUE,0
May,22141Y22,C42P008D01905034,Olacom business enterprise,"68,900.00",7,"4,000.00",1,"20,000.00",TRUE,0
May,2033FTPS,P260300525109,PRINCESS KITCHEN,"67,550.00",10,"40,000.00",1,"20,000.00",TRUE,0
May,2070V3NV,P260300792122,Al Mustapha ventures,"67,400.00",10,"205,500.00",3,"20,000.00",TRUE,0
May,20331NRO,P260300601759,JEMJEM SUPER STORE,"67,100.00",4,"67,000.00",1,"20,000.00",TRUE,0
May,2057JHFP,P260301347149,JESUS REIGN MINI MARKET,"66,020.00",10,0,0,"20,000.00",TRUE,0
May,2033OGNL,P260301216381,MUMMY BARAKAT VENTURES,"65,350.00",22,"38,000.00",3,"20,000.00",TRUE,0
May,20700QAY,P260301085186,ATOYEBI ENTERPRISES,"63,700.00",24,"150,100.00",9,"20,000.00",TRUE,0
May,2070IVCK,P260301584207,"JAYSPLACENG LIMITED -JAYSPLACENG LIMITED 2","63,600.00",5,0,0,"20,000.00",TRUE,0
May,2057BNJJ,P260301350146,RIGHTEOUSS ENTERPRISE,"63,500.00",9,"44,500.00",2,"20,000.00",TRUE,0
May,2070YP9M,P260301503576,MIDAH STORE,"63,300.00",7,0,0,"20,000.00",TRUE,0
May,2070IJMC,P260301532538,"AKINWALE BUSINESSENTERPRISE","63,050.00",4,"31,600.00",1,"20,000.00",TRUE,0
May,20331OEN,P260301091897,IYA ALAJE VENTURES,"62,500.00",9,"64,000.00",2,"20,000.00",TRUE,0
May,2070LRTJ,P260301349598,PROMISE PHOTO,"62,100.00",11,"191,000.00",2,"20,000.00",TRUE,0
May,2033FPPK,P260300171193,SANI HADHIDU,"61,900.00",7,0,0,"20,000.00",TRUE,0
May,2070FFT7,P260301131395,TASKA FILLING STATION 5,"61,600.00",2,0,0,"20,000.00",TRUE,0
May,2070I1OG,P260300630110,"Omak healthcare services - OMAKSUPERMARKET BODIJA","59,410.00",28,0,0,"20,000.00",TRUE,0
May,2070HZTX,C42P008D01953568,YINUSA MONSURAT ABIKE,"59,250.00",6,"60,000.00",2,"20,000.00",TRUE,0
May,2070C9QD,P260300699539,TASKA FILLING STATION 5,"58,800.00",4,0,0,"20,000.00",TRUE,0
May,2070HNTQ,P260301530725,EWALASHA,"58,500.00",8,0,0,"20,000.00",TRUE,0
May,2214FF8I,C42P008D01610601,"EJIDIRAN OLUWAFUNMILAYOADEOLA","58,000.00",6,"56,500.00",5,"20,000.00",TRUE,0
May,2070FDHX,P260301485830,LIGHT BUSINESS ENTERPRISE,"57,550.00",3,0,0,"20,000.00",TRUE,0
May,207090VI,P260300975326,MEGA WEALTH VENTURES,"56,300.00",25,"69,300.00",5,"20,000.00",TRUE,0
May,2070EIQ9,P260300630117,ALLIAMDULIAH VENTURE,"55,700.00",9,"139,000.00",2,"20,000.00",TRUE,0
May,2070FWCN,P260300550039,"DELIGHT BUSINESSENTERPRISE 2","54,450.00",16,"82,000.00",8,"20,000.00",TRUE,0
May,2070L3BG,P260300856269,Shokunbi Venture,"53,410.00",10,"92,400.00",5,"20,000.00",TRUE,0
May,2070UJM9,P260301721295,OLAFATHIA VENTURE,"53,100.00",8,"41,550.00",5,"20,000.00",TRUE,0
May,2070RO1U,P260301045588,"INTEGRITY MULTI PURPOSEVENTURE","53,000.00",6,"146,300.00",9,"20,000.00",TRUE,0
May,207035UU,P260300237931,Al Ayu Al quyum,"53,000.00",3,0,0,"20,000.00",TRUE,0
May,2033IKUA,P260300195694,PERFECT PLACE MARCHANT,"52,800.00",10,"12,800.00",1,"20,000.00",TRUE,0
May,20337SK1,P260300856605,ASHAKE STORE,"52,500.00",3,"39,000.00",4,"20,000.00",TRUE,0
May,2057HDQT,P260301350142,"LIVING PROOF BATERY ANDSUPERMARKET FELELE 2","52,100.00",25,0,0,"20,000.00",TRUE,0
May,2070LD7L,P260301499476,"BECKY BUSINESSENTERPRISES","52,000.00",2,0,0,"20,000.00",TRUE,0
May,2057ABCY,P260301195534,SOLAD BOUTIQUE,"52,000.00",2,0,0,"20,000.00",TRUE,0
May,2214NP78,P260301758727,"ABIDEEN BUSINESSENTERPRISE","51,800.00",8,0,0,"20,000.00",TRUE,0
May,2070VN9D,P260301078425,AY VENTURE,"51,400.00",7,"59,800.00",8,"20,000.00",TRUE,0
May,20337RM1,P260300317842,HAPPINESS MEDICAL CENTRE,"51,400.00",3,"50,000.00",1,"20,000.00",TRUE,0
May,2057EQKI,P260301164475,"Araoluwa Food Canteen AndRestaurant","51,300.00",6,"51,000.00",1,"20,000.00",TRUE,0
May,2033OZQK,P260301819425,"ADERINTO ABIDEMIOLUWASEUN","51,200.00",7,"22,000.00",2,"20,000.00",TRUE,0
May,2057Q2UM,C42P008D01819029,AJAGBE RIDWAN AJIBOLA,"50,800.00",13,"50,000.00",1,"20,000.00",TRUE,0
May,20337TQB,P260300446228,CHRISTLOVE,"50,200.00",5,"54,200.00",4,"20,000.00",TRUE,0
May,2033FSUV,P260301606845,Baruwa business enterprises 2,"49,000.00",7,0,0,"20,000.00",TRUE,0
May,2070C9PW,P260300137405,TASKA FILLING STATION 5,"48,440.00",8,0,0,"20,000.00",TRUE,0
May,2057JFDO,P260301374880,NICHORL TECH,"48,200.00",3,"3,300.00",1,"20,000.00",TRUE,0
May,2057IINC,P260301374881,IDEAL NOBLE VENTURES,"48,100.00",13,"63,700.00",7,"20,000.00",TRUE,0
May,20335ZQ1,P260300551814,MONYASHAU VENTURES,"48,000.00",7,"2,800.00",3,"20,000.00",TRUE,0
May,2070EI0W,P260301045589,AL YUSROH,"46,800.00",3,"2,000.00",1,"20,000.00",TRUE,0
May,2033F6UA,C41P008D01503506,"Rockview beer & wine wholesaledistributor","46,475.00",5,0,0,"20,000.00",TRUE,0
May,2070X2SP,P260300807484,Gracious Store,"46,150.00",10,"39,150.00",3,"20,000.00",TRUE,0
May,2033ZRQ6,P260300974427,OSO BUSINESS ENTERPRISE,"46,100.00",3,0,0,"20,000.00",TRUE,0
May,2057FPUO,P260301288876,AL  AMEEN VENTURES,"45,720.00",12,"156,500.00",3,"20,000.00",TRUE,0
May,2070DGLP,P260301699971,EMINENT BJ ENTERPRISE,"45,200.00",6,"38,000.00",3,"20,000.00",TRUE,0
May,2057VDHI,P260300806468,HIS GRACCE VENTURES,"45,200.00",13,"25,000.00",2,"20,000.00",TRUE,0
May,207009FZ,P260300497484,Alhaqq communications,"44,950.00",5,"1,500.00",1,"20,000.00",TRUE,0
May,2070KOCG,P260301611329,TITO BUSINESS ENTERPRISE,"44,400.00",7,"15,100.00",3,"20,000.00",TRUE,0
May,2070R7WW,P260301043875,FIFOLU VENTURES,"43,800.00",13,"126,570.00",2,"20,000.00",TRUE,0
May,2070HFLR,P260301637069,TOFUNTOM,"43,700.00",8,"5,000.00",1,"20,000.00",TRUE,0
May,2033LZL8,P260301812617,"ADEYEYE TAIWO OLUWATOYINOLUWATOYIN","42,600.00",4,"90,000.00",1,"20,000.00",TRUE,0
May,20704PGR,P260300317841,"BAGBANSORO BUSINESSVENTURES","42,600.00",2,0,0,"20,000.00",TRUE,0
May,2057XEOX,P260300976749,Allahu Lateef,"42,100.00",13,"7,900.00",2,"20,000.00",TRUE,0
May,2070V3JS,P260301551729,LULI SMT COMMENCING 2,"41,800.00",7,"41,000.00",3,"20,000.00",TRUE,0
May,20331ETM,P260300684314,ORISUN RELAXATION CENTER,"41,800.00",11,0,0,"20,000.00",TRUE,0
May,2070VN9K,P260301122775,ARKYAT NIG ENT,"40,950.00",4,"37,500.00",4,"20,000.00",TRUE,0
May,2070D0ZE,P260300674463,"LIVING PROOF BAKERY ANDSUPERMARKET OJOO","40,830.00",13,0,0,"20,000.00",TRUE,0
May,20705RLN,P260301471670,"Bj Exclusive Duo Wears - BJVENTURE","40,600.00",4,"120,000.00",5,"20,000.00",TRUE,0
May,2070GO1F,P260301728807,"Royalemaytitconcept - K SVENTURE 1","40,600.00",9,"84,200.00",4,"20,000.00",TRUE,0
May,2070UKF7,P260301336345,ZOE SERVICES 2,"40,400.00",6,"54,000.00",3,"20,000.00",TRUE,0
May,22140RUD,7.02308E+13,ABUDU ABIOLA ADEBIMPE,"40,100.00",20,"54,000.00",2,"5,000.00",TRUE,0
May,2070P7WF,A42P008D01900126,"ABDULRAFIU OLAWUMIRIHANAT","39,300.00",15,"39,000.00",7,"20,000.00",TRUE,0
May,20337WKH,P260301180775,Jamal Venture,"38,700.00",6,"389,350.00",2,"20,000.00",TRUE,0
May,2070FXQZ,P260301520696,"HERITAGE BUSINESSENTERPRISE","38,700.00",4,"119,700.00",5,"20,000.00",TRUE,0
May,2070J2PW,P260300983543,OLAOLUWA VENTURE,"38,000.00",7,"31,300.00",5,"20,000.00",TRUE,0
May,2033ZFAW,P260300568502,"LIVING PROOF BAKERY ANDSUPERMARKETS","37,360.00",17,0,0,"20,000.00",TRUE,0
May,2033J6PV,C42P008D01610605,ANUOLUWA RESTAURANT,"36,700.00",7,0,0,"20,000.00",TRUE,0
May,2070YL4B,P260301493601,OLUWAGBEMIGA STORE,"36,300.00",1,0,0,"20,000.00",TRUE,0
May,20705YLC,P260300599571,Abidemi ventures 2,"35,900.00",6,"12,000.00",2,"20,000.00",TRUE,0
May,2070JYSQ,P260301576340,"HARPS INTEGRATEDSERVICES","35,700.00",3,0,0,"20,000.00",TRUE,0
May,2057OI8E,P260301586100,"CLOVER DEWS FOODS ANDBEVERAGES","35,500.00",5,0,0,"20,000.00",TRUE,0
May,2070RXI9,P260301349567,WINE SPOT,"35,100.00",10,0,0,"20,000.00",TRUE,0
May,2070F9LZ,P260300704887,NIYISCOLET VENTURES,"34,400.00",8,"44,000.00",1,"20,000.00",TRUE,0
May,2070FNTC,P260301504643,MAY 55 GUEST HOUSE,"33,470.00",8,"13,610.00",1,"20,000.00",TRUE,0
May,2070COWY,P260301699970,"ANIKE BUSINESSENTERPRISES","33,150.00",7,"30,000.00",1,"20,000.00",TRUE,0
May,2070923G,P260300064396,AGBEKE BUSINESS VENTURES,"32,500.00",2,"25,100.00",2,"20,000.00",TRUE,0
May,2057EYEC,P260301296854,BOSAM AGRO ALLIED,"32,200.00",5,0,0,"20,000.00",TRUE,0
May,20701WMD,P260301272224,THE FIRST AND FINAL,"32,000.00",7,"27,700.00",6,"20,000.00",TRUE,0
May,2057XLME,P260301092393,I show Gadgets - I show Gadgets,"31,900.00",4,0,0,"20,000.00",TRUE,0
May,2070EHWS,P260301485661,"LINCOLN BUSINESSENTERPRISE","31,850.00",8,0,0,"20,000.00",TRUE,0
May,2033KRA4,P260301192923,PERFICIENT VENTURES 2,"30,700.00",7,"30,050.00",1,"20,000.00",TRUE,0
May,22149LRU,P260301750699,NOBLE START VENTURE,"30,100.00",5,"2,000.00",1,"20,000.00",TRUE,0
May,2070KLFZ,P260301642790,"ASSALAM BUSINESSENTERPRISE","29,800.00",6,"29,000.00",2,"20,000.00",TRUE,0
May,22148B3W,P260300610065,"TOMUP - TOMUP MOKOLARESTAURANT","29,400.00",14,0,0,"20,000.00",TRUE,0
May,2070EDIS,P260301476946,"OLUWAJOMILOJU BUSINESSENTERPRISE","28,700.00",3,"2,000.00",1,"20,000.00",TRUE,0
May,2057EMZA,P260300317848,Tokhazum ventures,"28,100.00",14,"1,500.00",1,"20,000.00",TRUE,0
May,2057LD6A,P260301820836,OLAIYA OLAIDE ALAO,"27,900.00",5,0,0,"20,000.00",TRUE,0
May,2057MK4Z,P260301581762,"TITILOPE MEDICINE ANDSUPERMARKET","27,870.00",10,"16,250.00",3,"20,000.00",TRUE,0
May,2033FTCR,P260300492438,HARMONY VENTURES,"27,800.00",6,"27,650.00",1,"20,000.00",TRUE,0
May,20704OCM,P260300606044,JOFES MART SAGAMU,"27,200.00",20,0,0,"20,000.00",TRUE,0
May,2070FKYP,P260301166706,GIVETH,"27,100.00",4,"40,000.00",1,"20,000.00",TRUE,0
May,20704VKX,P260301168981,JOSH VENTURE,"26,700.00",8,0,0,"20,000.00",TRUE,0
May,2070GFCU,P260301492421,ola mummy pos venture,"26,600.00",5,"45,200.00",3,"20,000.00",TRUE,0
May,2070KD5K,P260301086358,Dudu Venture,"26,400.00",7,"27,180.00",2,"20,000.00",TRUE,0
May,2070DNFS,P260301731655,FOLLY K  BUSINESS VENTURE,"26,200.00",4,"55,080.00",5,"20,000.00",TRUE,0
May,2057O1QQ,C42P008D01947114,Adebiyi ibukun,"25,900.00",5,"40,000.00",1,"20,000.00",TRUE,0
May,2070FBEM,P260301485829,EZRA HOTEL 2,"25,700.00",6,0,0,"20,000.00",TRUE,0
May,2214TQ96,C42P008D01953567,"OLUSEGUN IBRAHIMOMOTAYO","25,400.00",9,"6,200.00",1,"20,000.00",TRUE,0
May,2033D2JW,P260301492429,"ALLAHULATEEF BUSINESSENTERPRISE","24,800.00",5,"25,800.00",3,"20,000.00",TRUE,0
May,20339OVH,P260301505558,"ADEFAT BUSINESSENTERPRISE","24,800.00",7,"1,600.00",1,"20,000.00",TRUE,0
May,2057LP3Y,P260301611884,"YAH LATEEF BUSINESSENTERPRISE","24,500.00",9,"20,000.00",1,"20,000.00",TRUE,0
May,2057BTFZ,C42P008D01933124,OPEYEMI VENTURES,"24,350.00",7,"80,550.00",3,"20,000.00",TRUE,0
May,2070ACCR,A42P008D01900125,THE SUCCESS VENTURE,"24,000.00",3,0,0,"20,000.00",TRUE,0
May,2033TNG5,P260300603802,WHO CARES VENTURES,"23,700.00",5,0,0,"20,000.00",TRUE,0
May,207031KM,P260300616252,K KUMA  VENTURES,"23,600.00",6,"9,800.00",2,"20,000.00",TRUE,0
May,2057LX0U,P260301611324,SALOON VENTURES 2,"23,300.00",8,"23,200.00",3,"20,000.00",TRUE,0
May,2070OEH9,P260300536902,ANUOLUWAPO BEAUTY SALON,"22,700.00",8,"26,500.00",3,"20,000.00",TRUE,0
May,2070V3QF,P260301192924,MUMMY TWINS FANCY STORE,"22,500.00",2,0,0,"20,000.00",TRUE,0
May,2057EBYO,P260300442075,SMARTECH VENTURES,"22,100.00",3,0,0,"20,000.00",TRUE,0
May,2057AAVH,P260301705042,"AJIFOWOBAJE BUSINESSENTERPRISE","20,500.00",3,"98,000.00",5,"20,000.00",TRUE,0
May,2070LNF7,P260301679897,TRENDY TOFFY WORLD 2,"20,400.00",1,0,0,"20,000.00",TRUE,0
May,2070VM0F,P260300355916,ENIFEM ENTERPRISES,"20,100.00",2,"66,500.00",4,"20,000.00",TRUE,0
May,2033FJNR,P260300159943,FAITH VENTURES,"20,000.00",1,"37,000.00",2,"20,000.00",TRUE,0
May,2214KYB5,P260301761108,ajayi nafisat yetunde,"20,000.00",1,"21,200.00",2,"20,000.00",TRUE,0
May,2057AFZG,P260301268550,EASY BITE EATERY,"19,800.00",8,"45,000.00",1,"20,000.00",FALSE,0
May,2070KQJD,P260301640957,DOMSIS CANTEEN,"19,670.00",12,0,0,"20,000.00",FALSE,0
May,20331OTM,P260300691048,"COUNTRY KITCHEN PALMSMALL IBADAN 2","18,900.00",14,"18,785.50",1,"20,000.00",FALSE,0
May,20709DAD,P260301728806,"Royalemaytitconcept - OMOALHAJA VENTURES","17,600.00",5,"42,863.00",4,"20,000.00",FALSE,0
May,2070HBMU,P260301022326,VANTAGE POINT ENTERPRISE,"17,600.00",5,0,0,"20,000.00",FALSE,0
May,2057INSG,P260301222519,ACE ARCADE ISEYIN,"17,500.00",9,0,0,"20,000.00",FALSE,0
May,2057URKH,P260301172668,Adun Ade Mini Mart,"16,750.00",4,0,0,"20,000.00",FALSE,0
May,2057O5YH,C42P008D01819022,EGUAOJE JAMES OJE,"16,300.00",5,0,0,"20,000.00",FALSE,0
May,20338MVG,P260301172083,ANUOLUWAPO STORES,"16,200.00",5,"16,000.00",2,"20,000.00",FALSE,0
May,20331CKZ,P260300684312,FCSC IBADAN,"16,200.00",7,0,0,"20,000.00",FALSE,0
May,2070M9OO,P260300697242,SOVIX OLA NIGERIA 2,"16,200.00",3,0,0,"20,000.00",FALSE,0
May,20700PTF,P260300458299,CROWN INVESTMENT,"16,100.00",5,"15,200.00",6,"20,000.00",FALSE,0
May,2057GZYB,P260301352810,IKEOLUWA MEDICINE STORES,"15,900.00",2,"3,000.00",1,"20,000.00",FALSE,0
May,2070XD5I,P260301131390,OLUWATIMILEHIN VENTURE,"15,800.00",4,"13,400.00",3,"20,000.00",FALSE,0
May,2033TOF9,P260301460951,DEEGEE ENTERPRISE,"15,200.00",7,"120,200.00",8,"20,000.00",FALSE,0
May,2070CWKB,P260301721296,"FORTUNATE MULTI DYNAMICENTERPRISE","15,100.00",5,"39,150.00",2,"20,000.00",FALSE,0
