Month,Terminal ID,Terminal Serial,Business Name,Payment Value,Payment Volume,Transfer Value,Transfer Volume,"Target PaymentValue",Target Met,"Days Since LastTransaction"
April,2057BFSH,P260301292159,SAMBUK FANCY STORE,"140,000.00",1,0,0,"20,000.00",TRUE,0
April,2070J506,P260301374739,ABUBILAL ENTERPRISES,"138,700.00",7,"1,716,100.00",18,"20,000.00",TRUE,0
April,207027VR,P260300803802,Triple A Ventures,"135,750.00",20,"108,830.00",4,"20,000.00",TRUE,0
April,2070X2FQ,P260300779572,Olas Enterprise,"135,350.00",5,0,0,"20,000.00",TRUE,0
April,20337ZS9,P260301131396,AS SALAM VENTURES,"135,000.00",17,"198,000.00",4,"20,000.00",TRUE,0
April,2070VMF7,P260301640956,OLORUNKEMI VENTURE,"135,000.00",23,"3,000.00",1,"20,000.00",TRUE,0
April,20331AGK,P260300666174,"BEATRICE AND JONAHENTERPRISE","134,000.00",2,"133,000.00",1,"20,000.00",TRUE,0
April,2070CZMO,P260301686622,"YOUNG SHALL GROWBUSINESS ENTERPRISE","132,150.00",22,"553,900.00",19,"20,000.00",TRUE,0
April,2033OLFV,P260301045279,"TWO TYRE BUSINESSENTERPRISE","128,750.00",16,"50,000.00",2,"20,000.00",TRUE,0
April,20701ZBP,P260300445475,DOLLEK MULTI VENTURE,"128,472.00",24,"8,772.00",3,"20,000.00",TRUE,0
April,207087AN,P260301288875,Favor mini market,"126,100.00",16,"5,000.00",1,"20,000.00",TRUE,0
April,20331DIZ,P260301345857,"THE 3QWIIN SUPERMARKET -THE 3QWIIN SUPERMARKET 2","123,120.00",48,0,0,"20,000.00",TRUE,0
April,2033V95R,P260301165044,SORIAN POS,"121,550.00",35,"115,650.00",7,"20,000.00",TRUE,0
April,2070329E,P260301165958,NEGOVIK GLOBAL CONCEPT,"121,400.00",20,0,0,"20,000.00",TRUE,0
April,2070G7NZ,P260300699524,"FEEDWELL FOODSSUPERMARKET CHALLENGE","118,140.00",27,0,0,"20,000.00",TRUE,0
April,2033DSOS,P260300561833,FORTUNATE STORE,"116,850.00",18,"34,100.00",2,"20,000.00",TRUE,0
April,2057HEXG,P260301352811,OLAS BUSINESS ENTERPRISE,"114,750.00",19,"66,400.00",6,"20,000.00",TRUE,0
April,20705OQO,P260300355989,AY VENTURE 2,"113,900.00",19,"15,440.00",2,"20,000.00",TRUE,0
April,2070JYQH,P260301555070,GURGLE LOUNGE AND BAR 4,"112,800.00",13,0,0,"20,000.00",TRUE,0
April,20700QAY,P260301085186,ATOYEBI ENTERPRISES,"111,370.00",31,"144,050.00",8,"20,000.00",TRUE,0
April,20335ZQ1,P260300551814,MONYASHAU VENTURES,"109,200.00",4,"112,100.00",2,"20,000.00",TRUE,0
April,2033ZFAW,P260300568502,"LIVING PROOF BAKERY ANDSUPERMARKETS","108,030.00",27,0,0,"20,000.00",TRUE,0
April,2070L9DC,P260300700494,"EASY LIFE TRADINGENTERPRISE","107,000.00",3,"12,500.00",1,"20,000.00",TRUE,0
April,2033TNG5,P260300603802,WHO CARES VENTURES,"104,600.00",4,"100,000.00",1,"20,000.00",TRUE,0
April,2070W0CZ,P260301204056,"DAMSDEK GLOBAL OIL ANDGAS","104,190.00",26,"100,000.00",2,"20,000.00",TRUE,0
April,2033FPAA,P260300123894,TRIPLE A ENTERPRISE,"103,700.00",3,"1,000.00",1,"20,000.00",TRUE,0
April,2057VDHI,P260300806468,HIS GRACCE VENTURES,"101,100.00",12,"77,100.00",4,"20,000.00",TRUE,0
April,2033TKWL,P260300362435,"JAMATECH ALUMINUMSVENTURES","100,600.00",4,"50,000.00",1,"20,000.00",TRUE,0
April,2070AGPG,P260300839346,AKERELE OLATUNJI,"100,000.00",1,0,0,"20,000.00",TRUE,0
April,2070I8CE,P260300645864,"RIDWANULLAHI FOODCANTEEN","99,600.00",32,"130,000.00",2,"20,000.00",TRUE,0
April,2070H818,P260301287614,"THE 3QWIIN SUPERMARKET -THE 3QWIIN SUPERMARKET","99,598.00",36,0,0,"20,000.00",TRUE,0
April,2070FWCN,P260300550039,"DELIGHT BUSINESSENTERPRISE 2","98,050.00",12,"152,200.00",3,"20,000.00",TRUE,0
April,2070EIQ9,P260300630117,ALLIAMDULIAH VENTURE,"96,700.00",14,"66,100.00",3,"20,000.00",TRUE,0
April,2057AAVH,P260301705042,"AJIFOWOBAJE BUSINESSENTERPRISE","96,100.00",16,"54,300.00",4,"20,000.00",TRUE,0
April,2033SWRA,P260300353040,HIS MIGHTY GSM CLINIC,"94,900.00",13,"73,000.00",1,"20,000.00",TRUE,0
April,20709F8I,P260301679898,TURNER LEE VENTURE,"93,550.00",13,"88,500.00",3,"20,000.00",TRUE,0
April,2070KD5K,P260301086358,Dudu Venture,"92,200.00",5,"91,800.00",2,"20,000.00",TRUE,0
April,20331CKO,P260301493479,YAH LATEEF STORE,"90,750.00",3,"87,000.00",2,"20,000.00",TRUE,0
April,2070N2OT,P260300779573,"OBAMA BEAUTY WORLDSALON","89,000.00",9,"30,400.00",2,"20,000.00",TRUE,0
April,2070L8ZR,P260300651374,"(ZHEA ZION VENTURES) ZHEEVENTURES - ZHEE VENTURES","88,720.00",9,0,0,"20,000.00",TRUE,0
April,2033OXX0,P260301192920,"ACE INTERIORS & CORPORATEWEARS","86,900.00",15,"173,580.00",6,"20,000.00",TRUE,0
April,2057HDQT,P260301350142,"LIVING PROOF BATERY ANDSUPERMARKET FELELE 2","85,950.00",34,0,0,"20,000.00",TRUE,0
April,2057DJWU,P260301664377,EVERYTHING BY ELITE,"84,700.00",9,0,0,"20,000.00",TRUE,0
April,2070I1OG,P260300630110,"Omak healthcare services - OMAKSUPERMARKET BODIJA","84,050.00",29,0,0,"20,000.00",TRUE,0
April,2057EPYA,P260300257397,Oluwaseun Semilore Ventures,"83,100.00",5,"32,000.00",4,"20,000.00",TRUE,0
April,20705RBR,P260301754271,"OGO OLUWA 2 BUSINESSVENTURE","82,850.00",15,"108,000.00",6,"20,000.00",TRUE,0
April,2057BSFJ,P260301220711,ARISE AND SHINE VENTURES,"82,500.00",11,"102,250.00",4,"20,000.00",TRUE,0
April,20334RCU,P260300983541,K KELVIC TRADING STORES,"82,200.00",12,"8,100.00",3,"20,000.00",TRUE,0
April,2070D0ZE,P260300674463,"LIVING PROOF BAKERY ANDSUPERMARKET OJOO","80,560.00",26,0,0,"20,000.00",TRUE,0
April,2033IKUA,P260300195694,PERFECT PLACE MARCHANT,"80,300.00",13,"78,450.00",1,"20,000.00",TRUE,0
April,2057DNAA,P260300159596,HOLAGOMI VENTURES 2,"79,000.00",19,"1,200.00",1,"20,000.00",TRUE,0
April,2057A03R,P260301709681,"ALAHULATEEF BUSINESSENTERPRISES","78,500.00",20,"176,000.00",3,"20,000.00",TRUE,0
April,2033OGNL,P260301216381,MUMMY BARAKAT VENTURES,"78,450.00",23,"50,100.00",9,"20,000.00",TRUE,0
April,2070VJB8,P260301037151,DEBIPHILUS CONCEPT,"77,900.00",20,"51,550.00",6,"20,000.00",TRUE,0
April,20339ORY,P260301204058,OPEYEMI ENTERPRISE,"77,800.00",7,"39,500.00",1,"20,000.00",TRUE,0
April,2057BZRX,P260301270622,THE HAIR QUARTERS,"77,200.00",15,0,0,"20,000.00",TRUE,0
April,2033RDY7,P260300032241,"ELDA-T INTEGRATEDBUSINESS CONCEPT","77,100.00",12,"12,600.00",3,"20,000.00",TRUE,0
April,2033F6CW,C41P008D01503508,"ADEFAT BUSINESSENTERPRISE 2","75,350.00",4,"24,000.00",3,"20,000.00",TRUE,0
April,20709O3M,P260300550045,"ALUKO VICTORIOUS KINGENTERPRISES","75,050.00",19,"47,100.00",3,"20,000.00",TRUE,0
April,2070QX5C,P260301122777,"KEJI CHEMIST AND PROVISIONSRORE","74,800.00",6,0,0,"20,000.00",TRUE,0
April,2057LX0U,P260301611324,SALOON VENTURES 2,"72,000.00",13,"52,950.00",7,"20,000.00",TRUE,0
April,2057JX0K,P260301648365,"ASIWAJU ELEGBOOGI HERBALTHERAPHY - ASIWAJUELEGBOOGI HERBAL","71,500.00",3,"20,000.00",1,"20,000.00",TRUE,0
April,2070VAQ7,P260300570733,TEMITOPE VENTURES,"71,400.00",16,"48,500.00",5,"20,000.00",TRUE,0
April,2214CXPQ,P260301787824,AZEEZ KEMI,"70,850.00",13,0,0,"20,000.00",TRUE,0
April,2070GOUQ,P260301531099,"Pheezah Fashion World -PHEEZAH FASHION WORLD 2","70,700.00",1,0,0,"20,000.00",TRUE,0
April,2070K8KN,P260300319542,"Structural Adjustment savingsScheme","70,000.00",1,"80,000.00",3,"20,000.00",TRUE,0
April,2070IHTT,P260300549139,"MSTUNNAL BIZMARTVENTURES","70,000.00",13,0,0,"20,000.00",TRUE,0
April,20705RXD,P260300411721,"Clement Amen Mobile moneyTransfer","69,300.00",6,"178,500.00",12,"20,000.00",TRUE,0
April,20700VSH,P260301216981,OLOYE VENTURE,"69,050.00",10,"1,900.00",1,"20,000.00",TRUE,0
April,20331ETM,P260300684314,ORISUN RELAXATION CENTER,"67,900.00",10,0,0,"20,000.00",TRUE,0
April,20707XXI,P260300365233,AJETOLA VENTURES,"66,900.00",9,"22,000.00",3,"20,000.00",TRUE,0
April,2070M0KF,P260300724046,SAO ODO ONA 2,"66,700.00",8,0,0,"20,000.00",TRUE,0
April,2070X2SP,P260300807484,Gracious Store,"66,370.00",8,"45,000.00",2,"20,000.00",TRUE,0
April,20331CKZ,P260300684312,FCSC IBADAN,"65,200.00",21,0,0,"20,000.00",TRUE,0
April,2070F7RH,P260300700641,"FUNMURT MULTI PURPOSESTORE","65,050.00",9,"151,000.00",2,"20,000.00",TRUE,0
April,2070FW9F,P260301131924,Al Basit Trading Store,"64,750.00",15,"27,490.00",6,"20,000.00",TRUE,0
April,2070EZZ1,P260300524225,"Ambassador patent and medicineshop","64,600.00",3,"87,729.00",2,"20,000.00",TRUE,0
April,2070V3NV,P260300792122,Al Mustapha ventures,"64,250.00",19,"13,000.00",3,"20,000.00",TRUE,0
April,2070WH8O,P260301132339,Hydrocrown table water,"64,050.00",11,0,0,"20,000.00",TRUE,0
April,2070834K,P260300577462,ADEOLU VENTURES,"64,000.00",10,0,0,"20,000.00",TRUE,0
April,2070923G,P260300064396,AGBEKE BUSINESS VENTURES,"63,800.00",9,"112,800.00",8,"20,000.00",TRUE,0
April,2070FT9S,P260301131391,Al Qidam,"63,650.00",12,"116,060.00",11,"20,000.00",TRUE,0
April,207001DQ,P260301172812,Mummy D and J 2,"62,450.00",18,"80,000.00",1,"20,000.00",TRUE,0
April,20701URH,P260300453544,"HAY KAY MULTIPURPOSEVENTURES","62,400.00",6,"20,600.00",5,"20,000.00",TRUE,0
April,2057YPRD,P260301499951,"IYANIWURA BUSINESSENTERPRISE","61,200.00",12,"61,050.00",2,"20,000.00",TRUE,0
April,2057LR1F,P260301464432,ADEYEMI STORES,"59,850.00",11,"27,100.00",3,"20,000.00",TRUE,0
April,2057MY5H,P260301581389,Tioluwani frozen food,"59,200.00",12,"49,800.00",2,"20,000.00",TRUE,0
April,2033IHAS,P260300180960,Global Vision Agrobiz 2,"57,300.00",12,"144,600.00",3,"20,000.00",TRUE,0
April,2057LP3Y,P260301611884,"YAH LATEEF BUSINESSENTERPRISE","56,600.00",5,"34,000.00",3,"20,000.00",TRUE,0
April,2070EPUO,P260301476947,WURA  ENTERPRISE,"56,200.00",13,"192,000.00",2,"20,000.00",TRUE,0
April,22148SC7,P260301820835,AGBAJE RUKAYAT OMOWUMI,"56,100.00",6,"35,000.00",2,"20,000.00",TRUE,0
April,2070FNTC,P260301504643,MAY 55 GUEST HOUSE,"55,800.00",11,"69,300.00",7,"20,000.00",TRUE,0
April,2033GBWW,P260300180142,Niyasstech ventures,"54,900.00",13,"8,500.00",2,"20,000.00",TRUE,0
April,207009FZ,P260300497484,Alhaqq communications,"54,100.00",2,0,0,"20,000.00",TRUE,0
April,2033TOGC,P260300355512,ALHAQ COMMUNICATIONS,"54,050.00",7,"10,500.00",2,"20,000.00",TRUE,0
April,20703OBZ,P260300565350,OLORI VENTURE,"53,350.00",6,"77,000.00",2,"20,000.00",TRUE,0
April,2070H9DQ,P260300699535,FTA ENTERPRISE,"53,200.00",1,"122,500.00",2,"20,000.00",TRUE,0
April,2070C3YX,P260300615603,EkARUN COMMUNICATIONS,"53,200.00",3,"61,000.00",4,"20,000.00",TRUE,0
April,20700QOG,P260300458298,HASIBUNALLAHU VENTURES,"53,200.00",5,"47,600.00",5,"20,000.00",TRUE,0
April,2070S9FW,P260300653962,"METRO TAVERN HOTEL ANDLOUNGE","52,900.00",12,0,0,"20,000.00",TRUE,0
April,2033PFC7,P260301685656,SHAKEWISE VENTURES,"52,550.00",5,0,0,"20,000.00",TRUE,0
April,2057JEVT,P260301345855,HASBUNALLAHU PRINTING,"52,500.00",7,"73,700.00",4,"20,000.00",TRUE,0
April,2070OSW5,P260300577507,"OMOTADOWA JANET MULTIBIZVENTURE","51,600.00",5,0,0,"20,000.00",TRUE,0
April,2070KOCG,P260301611329,TITO BUSINESS ENTERPRISE,"51,350.00",7,"46,000.00",3,"20,000.00",TRUE,0
April,2057YWOB,P260301166806,TOSA TRADING STORE,"50,100.00",4,"47,000.00",1,"20,000.00",TRUE,0
April,2070X2HC,P260300784145,ALMAD VENTURES,"49,947.00",1,"49,800.00",2,"20,000.00",TRUE,0
April,2070XD5I,P260301131390,OLUWATIMILEHIN VENTURE,"48,400.00",5,0,0,"20,000.00",TRUE,0
April,2070M9GW,P260300610379,SOVIX OLA NIGERIA LIMITED,"47,700.00",10,0,0,"20,000.00",TRUE,0
April,2070QHO2,P260301220169,"DAVERS multipurpose ventures -DAVERS SUPERMARKET","47,320.00",18,0,0,"20,000.00",TRUE,0
April,2070FXQZ,P260301520696,"HERITAGE BUSINESSENTERPRISE","47,300.00",4,"34,120.00",3,"20,000.00",TRUE,0
April,2057BNJJ,P260301350146,RIGHTEOUSS ENTERPRISE,"47,300.00",15,"22,100.00",2,"20,000.00",TRUE,0
April,2070IWQE,P260301560118,BAMIS BUSINESS ENTERPRISE,"47,050.00",5,"25,000.00",1,"20,000.00",TRUE,0
April,2070UJM9,P260301721295,OLAFATHIA VENTURE,"45,700.00",6,"33,007.00",3,"20,000.00",TRUE,0
April,2057AMLZ,P260301271099,OBA S VENTURES,"45,500.00",3,0,0,"20,000.00",TRUE,0
April,2057BTFZ,P260301222723,OPEYEMI VENTURES,"45,450.00",8,"121,300.00",8,"20,000.00",TRUE,0
April,2070IFTD,P260301532177,TTchoyz,"45,100.00",7,"15,100.00",1,"20,000.00",TRUE,0
April,2057CDOF,P260301270621,IREMIDE VENTURES,"44,200.00",9,"6,000.00",4,"20,000.00",TRUE,0
April,2070L2XA,P260300803803,City Bees Limited,"43,800.00",25,0,0,"20,000.00",TRUE,0
April,2057UHML,P260300741770,Hasty gas,"43,150.00",9,0,0,"20,000.00",TRUE,0
April,22149LRU,P260301750699,NOBLE START VENTURE,"42,500.00",7,"20,000.00",3,"20,000.00",TRUE,0
April,2033TKAX,P260301493478,KING ZENITH VENTURES,"42,350.00",5,"33,200.00",4,"20,000.00",TRUE,0
April,2057JV5J,P260301622236,"ALIHAMDULILAHI BUSINESSENTERPRISE","42,200.00",5,"8,000.00",1,"20,000.00",TRUE,0
April,20709OYX,P260300230905,MD ENTERPRISES,"42,000.00",2,"60,000.00",3,"20,000.00",TRUE,0
April,2057UAOI,P260301652760,Provision Suliyat Nurudeen,"41,600.00",13,"88,900.00",2,"20,000.00",TRUE,0
April,2070N873,P260300134591,HIS MERCY GSM CLINIC,"41,600.00",8,"87,000.00",2,"20,000.00",TRUE,0
April,2070J2PW,P260300983543,OLAOLUWA VENTURE,"38,950.00",8,"52,000.00",3,"20,000.00",TRUE,0
April,2070L3BG,P260300856269,Shokunbi Venture,"38,700.00",11,"45,300.00",4,"20,000.00",TRUE,0
April,2057MR9X,P260301611889,"TEE MAMA BUSINESSENTERPRISE","38,600.00",3,"40,000.00",2,"20,000.00",TRUE,0
April,2033ZRQ6,P260300974427,OSO BUSINESS ENTERPRISE,"38,450.00",5,0,0,"20,000.00",TRUE,0
April,2070YP9M,P260301503576,MIDAH STORE,"38,250.00",3,0,0,"20,000.00",TRUE,0
April,2057WYFY,P260301091896,HAND OF GOD ENTERPRISE,"37,800.00",5,"38,000.00",1,"20,000.00",TRUE,0
April,2070OEH9,P260300536902,ANUOLUWAPO BEAUTY SALON,"37,600.00",5,"14,900.00",1,"20,000.00",TRUE,0
April,20339OVH,P260301505558,"ADEFAT BUSINESSENTERPRISE","37,400.00",6,0,0,"20,000.00",TRUE,0
April,207035UU,P260300237931,Al Ayu Al quyum,"37,000.00",3,"47,500.00",5,"20,000.00",TRUE,0
April,2057TOLV,P260301294484,PLEASANT VENTURES,"36,450.00",6,"109,200.00",7,"20,000.00",TRUE,0
April,2057IINC,P260301374881,IDEAL NOBLE VENTURES,"35,850.00",11,"54,700.00",5,"20,000.00",TRUE,0
April,2057JHFP,P260301347149,JESUS REIGN MINI MARKET,"35,800.00",7,"54,200.00",6,"20,000.00",TRUE,0
April,20337TQB,P260300446228,CHRISTLOVE,"35,500.00",3,"41,300.00",3,"20,000.00",TRUE,0
April,2070KSJH,P260301672902,AJOROSUN VENTURE,"35,250.00",4,0,0,"20,000.00",TRUE,0
April,2070EI0W,P260301045589,AL YUSROH,"35,150.00",6,"100,000.00",1,"20,000.00",TRUE,0
April,2057EYEC,P260301296854,BOSAM AGRO ALLIED,"35,050.00",3,0,0,"20,000.00",TRUE,0
April,2033FJNR,P260300159943,FAITH VENTURES,"34,400.00",1,"97,400.00",3,"20,000.00",TRUE,0
April,2057TUOM,P260301195401,QUNFAIYAKUN ENTERPRISE,"34,200.00",6,"39,100.00",3,"20,000.00",TRUE,0
April,20338MVG,P260301172083,ANUOLUWAPO STORES,"33,900.00",10,0,0,"20,000.00",TRUE,0
April,2070QY7C,P260301499475,"GODS GRACE BUSINESSENTERPRISES","32,900.00",6,"1,100.00",1,"20,000.00",TRUE,0
April,2070W3DA,P260300792925,Ruffy Steel Enterprises,"32,900.00",1,0,0,"20,000.00",TRUE,0
April,20701WMD,P260301272224,THE FIRST AND FINAL,"32,700.00",6,"5,300.00",2,"20,000.00",TRUE,0
April,2070CWKB,P260301721296,"FORTUNATE MULTI DYNAMICENTERPRISE","32,650.00",6,"10,000.00",1,"20,000.00",TRUE,0
April,2070LXO5,P260300570270,ROCK VIEW LOUNGE AND BAR,"32,100.00",2,0,0,"20,000.00",TRUE,0
April,2070DNFS,P260301731655,FOLLY K  BUSINESS VENTURE,"32,000.00",9,"5,000.00",1,"20,000.00",TRUE,0
April,2033F6UA,C41P008D01503506,"Rockview beer & wine wholesaledistributor","31,500.00",4,0,0,"20,000.00",TRUE,0
April,2070R7WW,P260301043875,FIFOLU VENTURES,"31,000.00",12,"26,000.00",3,"20,000.00",TRUE,0
April,207054LF,P260300724044,OLAS PEACE 3 VENT 2,"30,600.00",2,"1,830,920.00",4,"20,000.00",TRUE,0
April,2057IPFQ,P260301374100,"OJUOLUWA POS AND GASSTATION","30,300.00",5,"159,000.00",2,"20,000.00",TRUE,0
April,2214UQ0D,C42P008D01605205,MWORLD  VENTURE,"30,150.00",7,0,0,"20,000.00",TRUE,0
April,2033FTCR,P260300492438,HARMONY VENTURES,"29,800.00",5,"41,250.00",3,"20,000.00",TRUE,0
April,20704DAB,P260300616493,MUMMY D AND J VENTURES,"29,600.00",7,"10,500.00",3,"20,000.00",TRUE,0
April,2214JM69,P260301810781,ALABI SABURI,"29,400.00",8,"35,200.00",4,"20,000.00",TRUE,0
April,2057Q2UM,C42P008D01819029,AJAGBE RIDWAN AJIBOLA,"29,100.00",7,"19,100.00",3,"20,000.00",TRUE,0
April,2070HVER,P260301532178,"DE ZION BUSINESSENTERPRISES","29,100.00",10,0,0,"20,000.00",TRUE,0
April,22148B3W,P260300610065,"TOMUP - TOMUP MOKOLARESTAURANT","29,050.00",11,0,0,"20,000.00",TRUE,0
April,2057FCVR,P260301349999,MAMA JAYS  STORE,"28,850.00",7,0,0,"20,000.00",TRUE,0
April,20331NLD,P260301457737,HERY MARVY,"28,450.00",10,0,0,"20,000.00",TRUE,0
April,2070FDHX,P260301485830,LIGHT BUSINESS ENTERPRISE,"28,400.00",5,0,0,"20,000.00",TRUE,0
April,2057OI8E,P260301586100,"CLOVER DEWS FOODS ANDBEVERAGES","28,300.00",5,0,0,"20,000.00",TRUE,0
April,2070M9OO,P260300697242,SOVIX OLA NIGERIA 2,"27,550.00",5,"24,000.00",3,"20,000.00",TRUE,0
April,2057MK4Z,P260301581762,"TITILOPE MEDICINE ANDSUPERMARKET","27,180.00",7,"3,000.00",1,"20,000.00",TRUE,0
April,2070GF7R,P260300784146,IYANUOLUWA STORE,"27,050.00",16,"65,800.00",5,"20,000.00",TRUE,0
April,2070FKYP,P260301166706,GIVETH,"26,700.00",4,"26,000.00",1,"20,000.00",TRUE,0
April,20338OS7,P260300556501,AKINNIYI ENTERPRISE,"26,600.00",4,"66,200.00",2,"20,000.00",TRUE,0
April,221401FW,P260301724734,BOLA BUSINESS ENTERPRISES,"26,400.00",6,"17,700.00",2,"20,000.00",TRUE,0
April,2057INSG,P260301222519,ACE ARCADE ISEYIN,"26,000.00",17,0,0,"20,000.00",TRUE,0
April,2057EMZA,P260300317848,Tokhazum ventures,"25,750.00",13,0,0,"20,000.00",TRUE,0
April,2057ZAER,P260301648366,"TEMMYTEE BUSINESSENTERPRISE","25,200.00",3,0,0,"20,000.00",TRUE,0
April,22148VGT,C41P008D01507272,"GOODNEWS BUSINESSENTERPRISE","24,350.00",5,"46,000.00",3,"20,000.00",TRUE,0
April,2057FPUO,P260301288876,AL  AMEEN VENTURES,"23,800.00",8,"3,000.00",2,"20,000.00",TRUE,0
April,2033A1JY,P260301219587,EKUNDAYO VENTURES,"23,700.00",5,"52,200.00",4,"20,000.00",TRUE,0
April,2214FF8I,C42P008D01610601,"EJIDIRAN OLUWAFUNMILAYOADEOLA","23,200.00",3,"11,100.00",2,"20,000.00",TRUE,0
April,2033KRA4,P260301192923,PERFICIENT VENTURES 2,"22,900.00",7,"2,800.00",2,"20,000.00",TRUE,0
April,2070JMFW,P260301560116,Tobiloba business enterprises,"22,400.00",3,"43,300.00",3,"20,000.00",TRUE,0
April,2070UKF7,P260301336345,ZOE SERVICES 2,"21,350.00",5,"19,600.00",1,"20,000.00",TRUE,0
April,2033ZIUF,P260300453911,DAN KENNY NIGERIA LIMITED,"21,100.00",2,"90,260.00",2,"20,000.00",TRUE,0
April,2214KYB5,P260301761108,ajayi nafisat yetunde,"20,000.00",2,"60,000.00",1,"20,000.00",TRUE,0
April,20704PGR,P260300317841,"BAGBANSORO BUSINESSVENTURES","20,000.00",1,"39,900.00",1,"20,000.00",TRUE,0
April,2070FAHB,P260301475752,Oluwatoyin enterprise,"20,000.00",1,0,0,"20,000.00",TRUE,0
April,2214QA8C,P260301758728,Light and mercy venture,"20,000.00",1,0,0,"20,000.00",TRUE,0
April,2057HJWQ,P260301679899,ORPZY CONFECTIONERY,"19,800.00",3,0,0,"20,000.00",FALSE,0
April,2033Y11U,P260301204059,GOD FIRST VENTURE,"19,650.00",5,"32,200.00",3,"20,000.00",FALSE,0
April,2057UZXO,P260301195402,EASY BARBING VENTURE,"19,400.00",6,"20,000.00",2,"20,000.00",FALSE,0
April,2033OZQK,P260301819425,"ADERINTO ABIDEMIOLUWASEUN","19,400.00",6,0,0,"20,000.00",FALSE,0
April,2057UWTR,C42P008D01947116,ILESANMI TOYIN ESTHER,"19,400.00",5,0,0,"20,000.00",FALSE,0
April,20337WKH,P260301180775,Jamal Venture,"19,150.00",1,"484,800.00",4,"20,000.00",FALSE,0
April,20335CYS,P260300856532,Emmanuel Venture,"18,350.00",5,"30,750.00",3,"20,000.00",FALSE,0
April,2070VN9K,P260301122775,ARKYAT NIG ENT,"18,300.00",4,0,0,"20,000.00",FALSE,0
April,2033D2JW,P260301492429,"ALLAHULATEEF BUSINESSENTERPRISE","18,000.00",3,"34,400.00",2,"20,000.00",FALSE,0
April,20337TD5,P260301651843,ALAAYO VENTURE,"17,500.00",2,"3,200.00",3,"20,000.00",FALSE,0
April,22140J9A,P260301274149,"TOMUP - TOMUP IWO ROADRESTAURANT","17,500.00",3,0,0,"20,000.00",FALSE,0
April,2070G1UO,P260300975822,AYOMIDE ENTERPRISE,"17,400.00",5,0,0,"20,000.00",FALSE,0
April,2033ORRH,P260300446354,BIOGATE VENTURE,"17,200.00",4,"5,000.00",1,"20,000.00",FALSE,0
April,2057XEOX,P260300976749,Allahu Lateef,"16,800.00",9,"156,400.00",2,"20,000.00",FALSE,0
April,2214P0CC,C41P008D01507264,FF ENTERPRISE,"16,600.00",4,0,0,"20,000.00",FALSE,0
April,221458VG,P260301770653,Motolani Venture,"16,500.00",3,0,0,"20,000.00",FALSE,0
April,2070EHWS,P260301485661,"LINCOLN BUSINESSENTERPRISE","16,400.00",5,0,0,"20,000.00",FALSE,0
April,20704YWE,P260300507843,FOLOHUNSHO ENTERPRISE,"16,150.00",5,"20,000.00",2,"20,000.00",FALSE,0
April,2070IOWK,P260301557466,TAK SUITE AND HOTEL,"15,900.00",8,0,0,"20,000.00",FALSE,0
April,2033OOCI,P260300974428,"OPEYEMI BUSINESSVENTURES","15,700.00",3,"19,000.00",4,"20,000.00",FALSE,0
April,2057YOQK,P260301581388,G and C ventures supermarket,"15,400.00",4,0,0,"20,000.00",FALSE,0
April,2057GZYB,P260301352810,IKEOLUWA MEDICINE STORES,"15,100.00",3,0,0,"20,000.00",FALSE,0
April,2057TLRB,P260300741771,Hannys store,"15,100.00",3,0,0,"20,000.00",FALSE,0
April,22145TA6,P260301820833,IDOWU GBOLAHAN USMAN,"14,300.00",2,"10,000.00",1,"20,000.00",FALSE,0
April,2033FTPS,P260300525109,PRINCESS KITCHEN,"13,400.00",5,0,0,"20,000.00",FALSE,0
April,2070ERZB,P260301475753,Adonai Grace tech 2,"13,300.00",3,"7,000.00",1,"20,000.00",FALSE,0
April,2070FXMC,P260301520695,"AMBA AMBA GLOBALRESOURCES","13,250.00",2,"72,170.00",1,"20,000.00",FALSE,0
April,2070WSX9,P260300523566,MHIZS EFUNTECH VENTURES,"13,200.00",4,0,0,"20,000.00",FALSE,0
April,2070627S,P260301485664,MOKOLA CARL CARE OFFICE,"13,100.00",2,0,0,"20,000.00",FALSE,0
April,20700PTF,P260300458299,CROWN INVESTMENT,"12,300.00",2,"11,450.00",2,"20,000.00",FALSE,0
April,2070HNTQ,P260301530725,EWALASHA,"12,100.00",2,0,0,"20,000.00",FALSE,0
April,2070CPV3,P260300599575,"CROWN INVESTMENTENTERPRISES","12,000.00",3,"220,150.00",11,"20,000.00",FALSE,0
April,20709DAD,P260301728806,"Royalemaytitconcept - OMOALHAJA VENTURES","11,800.00",5,"61,600.00",3,"20,000.00",FALSE,0
April,2033D5VU,P260301493600,"DELIGHTS BUSINESSENTERPRISE","11,100.00",3,"10,980.00",2,"20,000.00",FALSE,0
April,2057TOTP,P260300806476,Ti Oluwa Ni Ventures,"10,700.00",4,"3,800.00",2,"20,000.00",FALSE,0
April,2070Q2JO,P260300779721,BT VENTURES,"10,700.00",5,"1,000.00",1,"20,000.00",FALSE,0
April,22145GKE,P260301820834,"OKUNADE OYINADEOLUWABUNMI","10,300.00",1,0,0,"20,000.00",FALSE,0
April,2057JFDO,P260301374880,NICHORL TECH,"10,200.00",3,"5,000.00",1,"20,000.00",FALSE,0
April,20704GKM,P260301586108,OVERFLOW VENTURES,"10,200.00",1,0,0,"20,000.00",FALSE,0
April,2070GO1F,P260301728807,"Royalemaytitconcept - K SVENTURE 1","10,000.00",1,"9,950.00",1,"20,000.00",FALSE,0
